SC_Profit,Columbia_Profit
 $810.53 , $(609.03)
 $745.64 ," $1,188.27 "
" $(1,034.18)", $(194.26)
" $2,369.91 ", $729.69 
" $1,572.29 "," $1,099.71 "
 $18.41 , $(208.88)
 $821.96 , $737.86 
" $1,415.30 ", $(334.86)
" $1,204.12 ", $(55.10)
 $556.82 , $867.18 
 $648.24 , $(191.81)
 $496.00 , $(110.25)
 $730.24 , $11.80 
 $394.44 ," $1,327.29 "
 $(181.57)," $1,296.33 "
 $456.06 , $623.30 
" $1,259.50 ", $(231.53)
 $679.70 ," $1,572.41 "
 $(735.72)," $1,124.78 "
" $1,113.96 ", $758.50 
 $(781.78), $904.99 
 $409.67 , $41.80 
 $532.82 , $900.87 
 $(784.80), $690.55 
 $894.11 , $730.01 
" $1,592.47 "," $1,037.87 "
" $1,744.46 "," $1,081.63 "
" $1,443.92 ", $239.31 
" $1,584.41 "," $1,306.43 "
 $932.96 ," $1,273.08 "
" $1,640.65 ", $(377.80)
 $506.02 , $85.00 
 $(424.24)," $1,366.69 "
 $963.59 , $878.33 
" $1,904.96 "," $1,186.04 "
" $1,054.51 ", $332.48 
 $245.85 ," $1,365.92 "
" $1,267.62 "," $1,286.91 "
 $983.97 , $31.95 
 $150.47 , $(299.68)
" $1,215.02 ", $(466.20)
 $122.28 , $(271.47)
 $260.87 , $(302.48)
" $1,922.88 ", $945.72 
 $293.04 , $818.11 
 $694.34 , $886.63 
 $532.82 , $938.60 
" $1,054.07 "," $1,439.75 "
 $(664.44), $(429.91)
 $42.11 ," $1,120.28 "
 $298.61 , $909.69 
" $1,163.06 "," $1,792.96 "
" $1,652.85 ", $966.28 
 $743.84 ," $1,109.91 "
" $1,651.06 ", $97.39 
" $1,600.37 ", $882.27 
 $637.21 ," $1,375.63 "
" $1,660.46 ", $(262.54)
" $2,101.88 "," $1,236.37 "
" $1,903.85 ", $137.58 
 $892.80 , $(519.41)
 $389.53 , $34.45 
" $1,330.94 ", $195.74 
 $552.03 ," $1,044.96 "
 $(673.16), $740.49 
" $1,685.03 ", $216.45 
" $1,166.45 "," $1,176.25 "
" $1,752.31 ", $882.41 
" $2,362.41 ", $(380.40)
" $1,405.38 ", $(270.54)
 $848.33 , $93.30 
 $997.38 , $(531.91)
 $759.55 , $229.49 
" $(1,537.51)"," $1,046.86 "
" $1,294.03 "," $1,093.36 "
" $1,063.97 "," $1,361.44 "
" $1,771.91 ", $(373.34)
 $417.84 , $620.98 
" $1,239.15 "," $1,165.43 "
" $2,082.99 ", $45.75 
" $3,854.88 ", $125.25 
 $231.05 , $134.39 
" $1,563.71 "," $1,628.93 "
" $1,324.41 ", $(35.02)
" $1,602.35 ", $(365.81)
 $463.26 , $973.15 
" $1,229.22 "," $1,257.40 "
" $4,612.94 "," $1,301.88 "
 $145.13 ," $1,003.21 "
 $597.06 , $875.89 
 $328.17 , $364.49 
" $1,524.57 ", $525.12 
 $849.25 , $(130.30)
 $223.93 ," $1,039.30 "
" $2,181.81 ", $(220.08)
 $332.17 , $842.25 
 $782.96 , $(228.72)
 $(213.50), $(645.61)
 $655.77 , $(400.76)
 $853.97 , $(79.60)
" $1,573.95 ", $(159.68)
" $1,103.34 ", $209.26 
" $1,179.40 ", $138.17 
 $26.74 , $(240.25)
" $1,578.47 ", $130.88 
 $141.23 , $885.89 
 $509.89 , $(124.39)
" $1,844.37 "," $1,202.43 "
 $610.06 , $(263.88)
 $956.89 ," $1,897.56 "
" $1,569.75 ", $69.07 
 $679.25 ," $1,245.55 "
 $(403.06), $(221.83)
 $196.85 , $943.93 
" $1,309.02 ", $(265.91)
 $152.10 ," $1,432.95 "
" $(1,441.60)"," $1,338.78 "
 $761.88 , $182.37 
" $1,648.40 ", $(24.93)
 $(69.39)," $1,215.36 "
" $1,972.22 "," $1,285.98 "
" $1,333.65 ", $114.49 
" $1,461.06 ", $932.19 
 $223.93 , $209.10 
" $2,178.70 "," $1,029.50 "
" $1,854.19 "," $1,190.44 "
" $1,078.45 ", $(690.84)
 $309.95 , $(219.65)
 $173.18 , $856.93 
" $2,010.21 ", $117.71 
" $1,664.81 "," $1,170.75 "
 $547.65 ," $1,659.60 "
" $2,022.01 "," $1,220.28 "
 $689.12 , $(300.04)
" $1,632.94 ", $(281.90)
 $252.85 , $775.31 
" $(1,138.00)", $86.18 
" $1,014.35 ", $(149.64)
" $1,240.89 "," $1,018.32 "
 $(3.80), $565.35 
 $277.32 , $(170.50)
 $(153.84)," $1,373.86 "
 $437.85 , $(122.45)
 $(254.39)," $1,044.85 "
 $843.43 , $(325.33)
 $962.87 , $668.75 
 $462.31 ," $1,204.94 "
 $968.12 ," $1,014.06 "
" $1,016.93 "," $1,395.24 "
 $411.27 ," $1,115.75 "
" $1,512.09 ", $264.23 
 $(265.22)," $1,085.91 "
" $(1,721.90)"," $1,458.46 "
" $2,141.13 ", $(12.31)
 $(881.23), $473.73 
" $1,535.71 "," $1,114.92 "
" $1,716.10 ", $(111.16)
" $1,081.23 ", $(420.42)
" $1,661.58 "," $1,044.98 "
" $1,054.30 ", $893.19 
" $1,765.19 ", $234.44 
" $1,590.84 ", $(180.61)
" $1,391.99 ", $(123.74)
 $(26.23)," $1,197.94 "
" $1,237.05 "," $1,091.89 "
" $(1,628.59)", $(308.53)
 $429.17 ," $1,262.05 "
 $(108.73)," $1,967.00 "
 $(975.72)," $1,188.16 "
 $285.82 , $(532.92)
" $2,161.33 ", $(142.39)
 $101.33 , $(270.91)
 $343.85 , $917.01 
" $1,365.25 "," $1,015.89 "
" $3,295.93 ", $(311.41)
" $1,503.94 ", $256.40 
 $172.08 ," $1,190.02 "
" $1,242.72 "," $1,155.22 "
 $613.57 , $794.85 
 $649.49 ," $1,300.88 "
" $1,805.85 "," $1,433.43 "
 $540.23 , $158.35 
" $1,326.68 ", $832.31 
 $781.63 , $(290.43)
 $254.52 ," $1,328.33 "
" $2,166.50 ", $255.81 
 $402.04 ," $1,149.02 "
" $1,204.83 ", $940.53 
" $2,044.19 ", $112.09 
 $(15.29), $(330.04)
" $1,843.48 ", $362.31 
" $3,417.57 ", $(240.77)
" $1,677.46 ", $239.31 
 $288.64 , $470.56 
" $1,289.40 ", $947.37 
 $603.56 , $9.85 
" $1,106.31 ", $187.37 
 $340.60 , $(343.19)
" $1,257.73 "," $1,017.77 "
 $842.04 , $740.17 
" $2,227.33 "," $1,082.08 "
" $(1,026.50)", $(214.96)
 $50.25 , $6.00 
" $1,251.64 ", $(78.04)
 $980.64 ," $1,157.61 "
 $641.85 , $783.60 
 $919.27 , $850.38 
" $1,546.09 ", $196.53 
" $1,481.20 "," $1,057.20 "
 $984.22 , $188.23 
" $1,498.43 ", $675.07 
" $1,925.36 "," $1,026.15 "
" $1,254.33 "," $1,265.00 "
" $1,862.10 "," $1,335.94 "
" $1,124.84 ", $512.16 
" $1,781.13 ", $345.37 
" $2,032.62 ", $(502.65)
" $1,501.34 "," $1,612.24 "
 $380.76 ," $1,199.24 "
" $1,494.02 "," $1,444.15 "
" $1,694.27 ", $47.94 
 $527.51 ," $1,003.95 "
 $650.04 , $489.95 
 $352.64 , $133.08 
 $(442.51), $(254.29)
 $883.96 , $927.23 
 $495.20 , $975.82 
" $1,707.83 "," $1,486.10 "
 $835.18 ," $1,497.61 "
 $934.74 , $139.47 
 $704.65 , $913.53 
" $3,049.34 ", $957.07 
" $1,983.57 ", $808.04 
" $1,762.15 ", $993.61 
" $1,588.92 ", $129.64 
 $749.81 ," $1,157.73 "
" $1,426.86 ", $(285.36)
 $919.15 , $606.29 
 $692.19 , $713.49 
" $2,101.42 "," $1,030.34 "
 $465.18 , $(530.18)
" $1,293.31 "," $1,352.70 "
 $(64.79), $(272.41)
" $(1,724.77)", $(425.52)
" $1,089.97 ", $9.03 
 $937.58 , $934.84 
 $(244.30), $79.58 
 $(79.05), $923.29 
 $215.82 ," $1,367.34 "
" $1,244.42 "," $1,130.45 "
 $573.42 , $(345.56)
 $(197.40), $(358.25)
" $1,072.60 "," $1,333.76 "
" $1,068.66 ", $(169.84)
 $926.94 ," $1,537.78 "
 $908.50 , $215.48 
" $1,340.65 ", $123.36 
" $1,713.09 ", $(502.15)
" $1,860.37 ", $(169.91)
" $1,316.04 ", $(64.87)
" $1,394.45 ", $(37.07)
" $1,862.44 ", $(141.26)
 $238.96 , $(289.62)
 $352.46 , $820.72 
" $2,194.22 ", $86.88 
 $880.74 ," $1,141.63 "
" $1,276.13 ", $(153.32)
 $179.80 ," $1,036.32 "
" $1,721.08 ", $644.94 
 $942.05 ," $1,374.85 "
" $1,778.73 "," $1,124.07 "
 $76.62 ," $1,048.34 "
 $(337.98)," $1,086.07 "
" $3,329.01 ", $850.41 
" $1,127.11 "," $1,071.71 "
" $1,391.54 "," $1,036.37 "
 $328.73 , $(45.41)
 $831.37 , $(189.57)
" $1,348.21 "," $1,331.90 "
 $3.55 ," $1,010.32 "
" $1,877.68 ", $115.35 
" $1,922.44 "," $1,128.01 "
 $780.95 ," $1,240.22 "
" $1,686.90 ", $(78.54)
 $774.56 , $14.62 
" $1,222.41 ", $173.78 
 $732.87 , $328.11 
 $934.77 ," $1,171.09 "
 $827.60 ," $1,302.99 "
 $989.14 ," $1,242.57 "
" $(1,088.97)", $(71.77)
 $431.95 , $847.65 
 $241.84 , $16.31 
 $614.24 , $838.20 
 $785.45 , $908.06 
" $(1,271.00)", $199.68 
 $275.35 ," $1,011.16 "
" $1,710.94 "," $1,386.90 "
 $289.32 ," $1,078.26 "
 $431.00 , $(117.21)
" $1,610.61 "," $1,166.94 "
" $1,299.07 "," $1,411.52 "
 $354.85 , $752.15 
" $1,082.51 "," $1,627.31 "
 $508.62 , $(79.96)
 $(668.54), $297.92 
 $772.64 ," $1,396.00 "
 $309.18 , $231.50 
" $1,537.11 ", $733.82 
" $2,227.01 ", $390.31 
 $332.49 ," $1,116.14 "
 $336.39 , $(7.20)
" $1,248.48 ", $(33.85)
" $(1,179.51)", $(214.62)
 $(650.09)," $1,274.72 "
" $1,698.45 "," $1,030.09 "
 $364.84 ," $1,304.24 "
 $(495.05), $2.47 
" $1,369.07 ", $944.07 
" $1,305.54 ", $629.77 
 $769.53 ," $1,009.93 "
 $(778.59), $(381.05)
 $(206.71)," $1,223.91 "
" $1,791.73 ", $50.07 
" $1,752.26 "," $1,242.48 "
" $1,395.15 ", $(181.92)
" $1,208.73 ", $25.06 
" $1,650.76 ", $(297.43)
 $136.53 , $(344.53)
 $(44.27), $104.56 
" $1,492.25 ", $782.68 
 $53.07 , $705.40 
" $1,815.60 ", $975.09 
 $575.05 , $471.15 
" $(1,038.91)", $(203.48)
" $1,815.01 ", $94.39 
" $1,925.99 ", $(226.57)
" $1,049.46 "," $1,185.11 "
 $918.43 ," $1,137.64 "
" $1,532.67 ", $(402.37)
 $513.39 , $69.24 
" $1,045.50 ", $222.74 
 $525.46 , $(342.06)
 $981.62 , $(225.35)
 $305.96 , $(500.37)
" $1,040.98 ", $(89.25)
 $658.39 ," $1,043.08 "
 $826.05 , $(281.72)
" $1,925.70 "," $1,124.18 "
" $1,671.48 ", $678.42 
" $1,952.00 ", $815.27 
" $1,363.85 ", $(481.15)
 $66.06 ," $1,204.78 "
 $266.58 ," $1,232.75 "
" $1,767.07 ", $220.95 
 $737.50 , $383.03 
" $1,875.79 ", $(195.16)
 $701.89 , $(144.26)
" $1,567.94 "," $1,260.75 "
 $342.74 ," $1,147.22 "
" $1,335.24 ", $130.42 
 $270.90 , $934.48 
" $1,170.88 "," $1,003.34 "
 $653.27 , $(394.17)
" $1,929.30 ", $188.21 
" $1,670.66 "," $1,102.33 "
 $156.80 , $7.74 
" $(1,163.11)"," $1,430.22 "
" $(1,498.13)", $983.56 
 $(943.64)," $1,180.50 "
 $382.47 , $880.15 
" $1,175.72 ", $(119.19)
 $761.13 ," $1,051.69 "
 $619.16 , $(219.26)
 $(30.42), $943.28 
" $1,610.63 ", $616.96 
 $90.63 , $923.76 
" $2,288.01 ", $(215.50)
 $627.79 ," $1,076.92 "
" $1,120.55 "," $1,279.72 "
 $(199.59), $(158.37)
" $1,866.22 ", $268.41 
 $114.03 ," $1,255.42 "
" $2,736.95 "," $1,031.42 "
 $262.45 ," $1,042.98 "
 $698.04 ," $1,246.95 "
 $105.18 , $(210.76)
 $914.03 , $741.23 
" $1,731.51 ", $924.90 
" $1,794.83 "," $1,281.31 "
" $1,074.41 "," $1,131.24 "
 $584.38 ," $1,255.97 "
 $(219.82)," $1,007.59 "
 $271.35 ," $1,075.06 "
" $1,304.39 ", $139.33 
" $1,449.58 "," $1,506.96 "
" $1,940.36 "," $1,038.45 "
 $905.49 , $834.66 
 $(167.77)," $1,191.12 "
" $1,518.81 "," $1,194.16 "
 $641.26 , $(229.59)
 $989.62 ," $1,299.94 "
" $1,440.27 "," $1,541.15 "
 $367.75 , $945.93 
 $209.80 , $823.17 
 $397.00 ," $1,394.38 "
" $1,405.90 "," $1,641.47 "
" $1,089.19 ", $(343.03)
" $1,321.95 ", $(154.50)
 $690.38 ," $1,118.06 "
" $2,020.36 ", $(259.71)
" $1,331.28 ", $(233.32)
" $1,942.50 ", $(115.18)
 $(789.40), $(286.79)
 $147.55 ," $1,248.85 "
" $(1,235.60)", $(361.83)
 $281.18 ," $1,169.60 "
 $(83.82), $(102.58)
 $402.27 , $951.14 
" $2,131.55 ", $(488.14)
 $954.64 ," $1,411.55 "
 $121.93 ," $1,003.26 "
" $1,750.15 "," $1,158.47 "
 $291.84 ," $1,483.20 "
" $1,592.41 ", $162.88 
 $(641.05), $(66.35)
 $(165.25), $(184.50)
" $1,541.92 ", $(34.57)
" $1,394.32 "," $1,341.82 "
" $1,128.60 ", $(203.50)
 $406.95 , $899.49 
 $274.82 , $(87.70)
 $(548.17), $155.10 
 $(448.95), $(165.35)
 $365.52 ," $1,363.71 "
 $(931.55), $540.95 
" $1,407.97 ", $(222.67)
 $452.58 ," $1,433.53 "
" $1,637.45 ", $56.87 
" $1,851.35 "," $1,295.49 "
 $809.15 , $899.86 
 $723.37 , $(285.20)
" $2,017.31 "," $1,168.64 "
" $1,525.00 ", $950.43 
 $585.67 ," $1,431.41 "
" $1,665.05 "," $1,175.64 "
 $641.91 ," $1,104.83 "
" $1,732.07 "," $1,550.13 "
 $(73.55)," $1,699.74 "
" $1,651.01 ", $917.89 
 $(317.98)," $1,408.41 "
" $1,447.07 ", $(138.91)
 $793.27 , $(432.03)
" $1,396.50 ", $253.83 
 $637.70 , $169.96 
 $205.52 , $936.40 
" $1,394.22 ", $(153.31)
 $137.72 , $560.52 
 $347.27 ," $1,427.70 "
 $363.87 ," $1,630.72 "
 $852.80 , $41.38 
 $33.00 , $(23.79)
" $1,170.70 ", $836.17 
" $1,300.39 ", $787.02 
" $1,496.52 "," $1,058.57 "
 $484.67 , $843.61 
 $(1.83), $(307.05)
 $630.40 , $(51.03)
 $(866.96), $(193.22)
 $602.74 ," $1,152.60 "
" $(1,401.77)", $(122.77)
 $962.74 , $160.00 
" $1,364.20 ", $919.61 
" $1,232.86 "," $1,401.72 "
" $3,379.72 ", $(69.49)
 $611.02 ," $1,049.89 "
 $426.64 , $599.93 
" $1,798.47 "," $1,250.51 "
 $549.43 ," $1,240.63 "
" $1,468.53 ", $(138.21)
 $(185.00)," $1,454.60 "
" $1,567.36 ", $942.10 
 $(470.65), $735.64 
 $731.54 ," $1,058.85 "
" $1,963.33 "," $1,253.59 "
 $747.37 , $842.68 
 $212.97 , $891.47 
" $1,336.35 ", $743.73 
 $694.68 , $778.65 
 $805.45 ," $1,363.09 "
 $304.61 , $241.55 
" $1,235.39 ", $797.02 
 $280.92 , $(184.29)
 $(65.05)," $1,193.22 "
 $228.85 , $53.67 
 $634.79 ," $1,695.11 "
 $445.97 , $959.57 
" $1,001.05 ", $(160.57)
 $375.32 , $774.36 
" $1,046.20 ", $999.69 
" $1,190.00 "," $1,166.65 "
 $647.93 , $(448.09)
 $346.40 , $817.77 
 $107.39 ," $1,213.44 "
" $1,213.48 ", $(53.62)
 $716.37 ," $1,156.99 "
" $1,724.78 ", $168.70 
 $575.47 , $405.74 
" $1,536.45 ", $(180.92)
" $2,806.24 ", $805.06 
 $605.77 , $(88.94)
" $3,555.97 ", $536.99 
 $12.39 , $274.91 
" $1,005.95 ", $56.86 
 $604.11 , $(134.35)
 $752.66 , $655.18 
 $432.68 , $703.54 
 $152.44 ," $1,107.29 "
" $(1,304.19)", $(399.50)
 $217.97 ," $1,463.09 "
" $1,140.25 "," $1,018.05 "
" $1,766.82 ", $757.81 
 $(48.07)," $1,402.81 "
 $817.77 , $(229.80)
" $1,190.36 "," $1,144.86 "
 $688.19 , $(77.45)
" $2,179.21 "," $1,385.62 "
 $(511.10), $50.46 
" $1,316.78 ", $978.99 
 $689.93 , $(35.02)
 $(877.51)," $1,579.47 "
" $1,117.37 ", $614.12 
" $1,523.35 ", $63.85 
 $341.30 , $753.28 
" $1,565.25 "," $1,146.09 "
" $1,930.70 ", $16.42 
 $68.10 , $(50.95)
 $277.42 , $966.92 
 $68.57 , $(8.21)
" $1,089.77 ", $(158.77)
" $1,600.18 ", $562.37 
" $1,282.66 ", $399.22 
 $42.06 , $(189.95)
" $1,688.81 ", $(304.19)
" $1,491.58 ", $(24.86)
" $1,435.55 ", $7.08 
" $1,589.58 ", $95.60 
" $1,492.08 ", $45.74 
 $907.75 , $(328.73)
 $(299.39), $762.04 
" $(1,209.89)"," $1,140.93 "
 $444.52 , $931.85 
 $286.03 , $870.97 
" $1,800.06 ", $(23.51)
" $1,169.17 "," $1,038.88 "
 $557.67 , $610.92 
" $4,228.62 ", $350.71 
 $877.76 , $906.79 
 $(771.71), $(268.23)
 $356.70 , $963.91 
 $524.79 ," $1,276.81 "
 $287.12 ," $1,228.51 "
" $1,681.99 "," $1,113.78 "
 $402.40 , $(135.33)
" $1,624.91 ", $389.26 
" $1,127.76 ", $(118.23)
 $220.85 , $970.16 
 $941.98 , $964.65 
 $818.48 , $(86.03)
 $619.02 ," $1,143.16 "
 $(90.78), $(185.50)
" $2,211.09 ", $289.02 
 $(555.79), $(527.98)
" $1,578.95 ", $945.95 
 $163.62 , $(269.01)
 $447.16 ," $1,056.41 "
 $809.22 , $94.55 
" $1,273.83 ", $(90.26)
 $5.78 , $(268.69)
 $560.39 ," $1,119.52 "
 $(146.40), $870.40 
 $228.14 , $879.49 
 $(495.65), $773.49 
 $8.93 , $652.97 
 $430.99 , $588.20 
 $786.15 , $327.67 
" $2,320.95 "," $1,394.89 "
" $1,673.80 ", $981.75 
 $886.24 , $(46.30)
 $(901.83)," $1,235.69 "
 $897.64 , $926.55 
" $1,692.12 "," $1,426.76 "
 $(883.06)," $1,169.61 "
 $(568.71), $(257.24)
 $169.53 , $818.34 
" $1,776.68 ", $537.35 
 $(707.24), $637.22 
 $425.09 ," $1,081.49 "
 $928.14 ," $1,178.77 "
 $106.85 , $59.24 
" $1,029.08 "," $1,007.92 "
 $890.82 , $(364.47)
" $1,226.95 "," $1,069.42 "
 $324.00 , $47.65 
 $926.89 ," $1,128.08 "
" $1,764.27 "," $1,289.74 "
 $(754.68)," $1,094.50 "
 $295.59 , $881.00 
" $1,147.41 ", $(260.07)
" $1,459.35 ", $19.94 
" $1,336.06 ", $507.25 
" $1,667.89 ", $126.11 
 $(657.79)," $1,332.76 "
" $2,016.91 "," $1,079.61 "
" $1,732.18 "," $1,200.00 "
" $1,605.60 ", $734.59 
" $1,977.36 ", $(195.51)
" $1,405.70 "," $1,430.23 "
" $1,164.56 "," $1,018.48 "
 $722.58 , $434.36 
 $287.79 ," $1,056.83 "
 $419.00 , $969.88 
 $612.56 ," $1,041.82 "
 $921.77 , $42.20 
" $2,571.26 "," $1,412.60 "
 $192.42 , $919.61 
 $211.76 ," $1,263.66 "
" $1,412.32 "," $1,200.49 "
 $973.91 , $(163.69)
 $297.44 ," $1,222.22 "
 $332.16 , $319.45 
 $(780.04), $825.65 
 $735.14 ," $1,390.92 "
" $(1,043.45)", $13.58 
 $450.49 ," $1,069.65 "
" $1,187.55 "," $1,010.97 "
 $(107.37), $(311.09)
" $1,460.04 "," $1,077.64 "
" $1,345.38 ", $366.05 
" $1,865.88 ", $317.89 
" $1,572.11 ", $(394.44)
" $1,600.04 "," $1,346.43 "
 $684.37 ," $1,076.06 "
 $996.84 , $(125.34)
 $477.33 , $15.04 
" $1,493.44 ", $993.84 
 $873.88 , $(351.51)
" $1,071.26 "," $1,131.18 "
 $804.67 , $984.12 
" $1,718.68 "," $1,057.50 "
" $1,487.97 ", $51.61 
" $1,165.06 ", $(445.01)
 $119.99 , $(149.36)
 $683.11 , $(520.90)
 $603.42 , $297.34 
 $29.66 , $311.08 
 $842.25 , $699.82 
 $163.18 ," $1,715.60 "
" $1,893.72 ", $(106.86)
 $167.14 , $(224.27)
" $1,905.11 "," $1,257.63 "
 $723.04 , $(111.76)
" $1,064.74 ", $200.63 
" $1,534.19 ", $960.89 
 $(45.36), $222.06 
" $1,489.94 ", $(180.04)
" $1,683.72 "," $1,492.22 "
 $681.13 , $808.82 
" $1,386.54 ", $355.81 
" $1,707.09 ", $132.89 
 $(234.26), $(136.78)
 $21.65 , $181.51 
 $(982.20), $(393.59)
 $(955.58), $(337.07)
 $457.16 , $160.82 
 $310.95 , $667.88 
" $1,014.47 "," $1,555.18 "
" $(1,203.22)", $40.90 
" $1,640.04 ", $705.73 
" $1,112.25 ", $776.21 
 $348.70 ," $1,117.70 "
 $35.41 ," $1,462.89 "
 $465.31 ," $1,280.52 "
 $339.08 ," $1,273.66 "
 $(391.83), $(656.03)
 $733.26 , $276.55 
" $1,410.56 ", $716.39 
" $1,301.62 "," $1,154.70 "
 $514.50 , $507.39 
 $478.71 ," $1,948.42 "
" $1,643.76 ", $(145.45)
 $315.32 , $48.65 
" $1,757.71 "," $1,312.04 "
 $299.00 , $141.17 
" $1,266.71 "," $1,079.08 "
 $639.29 ," $1,025.46 "
" $1,605.86 ", $(486.23)
" $1,737.76 "," $1,408.46 "
" $1,676.32 ", $560.63 
" $1,680.59 ", $(192.55)
" $(1,659.05)", $138.55 
 $266.35 ," $1,147.26 "
" $1,742.81 "," $1,024.05 "
" $1,328.86 "," $1,317.17 "
 $282.22 , $723.38 
 $(534.52)," $1,060.68 "
 $(339.48), $(520.27)
 $936.38 , $469.62 
 $138.20 , $954.87 
 $(310.82), $878.78 
" $1,493.33 ", $979.08 
" $1,936.03 ", $890.78 
 $520.90 , $(152.02)
" $1,181.11 ", $(416.53)
 $(94.35), $(59.19)
 $(135.23), $98.23 
" $1,275.99 "," $1,086.12 "
 $626.25 , $(109.92)
" $1,469.83 ", $314.26 
" $2,040.82 ", $(47.64)
 $942.87 , $953.01 
" $1,262.46 "," $1,041.82 "
 $771.25 ," $1,580.73 "
" $1,209.99 ", $867.95 
 $444.52 , $773.93 
" $2,839.95 "," $1,399.36 "
 $877.50 , $11.09 
" $1,418.26 ", $909.40 
" $1,160.35 "," $1,162.37 "
" $(1,054.52)"," $1,076.71 "
 $552.59 ," $1,873.04 "
 $(667.73)," $1,086.98 "
 $715.57 , $886.40 
" $1,339.05 "," $1,128.02 "
 $473.56 , $891.28 
 $192.95 , $850.82 
" $1,994.62 ", $(351.30)
 $(502.43)," $1,081.12 "
 $(744.28), $89.33 
 $532.54 , $143.08 
" $1,503.84 "," $1,101.91 "
" $1,317.11 ", $133.85 
" $1,144.76 ", $188.41 
 $932.99 , $963.52 
 $(3.54), $140.79 
 $432.45 ," $1,245.24 "
" $1,720.40 "," $1,000.55 "
" $1,088.53 ", $688.46 
" $1,067.12 ", $378.39 
 $(20.84), $36.42 
 $(219.80), $(114.21)
 $220.06 , $868.66 
" $2,219.18 ", $(93.60)
 $135.93 ," $1,001.85 "
 $952.95 , $(245.17)
 $691.09 , $(106.58)
 $342.21 ," $1,324.69 "
" $1,698.52 ", $998.24 
 $371.28 ," $1,206.35 "
 $934.35 ," $1,691.73 "
" $1,450.46 "," $1,138.06 "
 $745.29 , $843.82 
 $737.86 ," $1,244.92 "
 $920.17 , $(97.55)
 $(602.83), $451.90 
 $942.04 ," $1,532.33 "
 $898.20 , $920.76 
" $1,303.58 ", $171.40 
 $(940.29), $907.42 
 $511.65 ," $1,271.66 "
" $2,540.25 ", $772.42 
 $316.44 ," $1,051.23 "
 $476.70 , $132.36 
 $602.52 ," $1,272.87 "
" $1,493.19 ", $(94.96)
" $1,456.48 "," $1,050.25 "
" $2,275.87 ", $(303.19)
" $1,490.13 ", $972.04 
 $773.65 , $(350.91)
 $(594.87)," $1,903.23 "
" $1,043.78 ", $649.36 
" $1,602.22 ", $(457.44)
" $1,385.86 ", $(292.97)
 $(476.11)," $1,012.00 "
" $1,533.08 ", $(225.71)
 $716.57 , $128.17 
" $1,490.05 ", $(42.35)
" $5,207.26 ", $(647.27)
 $246.52 , $994.73 
 $906.26 ," $1,195.61 "
" $2,115.17 ", $101.92 
 $651.79 ," $1,315.50 "
" $1,280.20 ", $979.28 
" $1,439.25 ", $426.10 
 $318.56 ," $1,028.43 "
 $385.49 , $118.89 
 $163.30 , $710.54 
 $48.30 , $920.16 
" $1,525.49 ", $122.14 
" $1,781.24 ", $816.32 
" $1,679.34 ", $(335.65)
 $538.23 , $434.15 
 $471.81 , $426.11 
 $610.89 ," $1,050.11 "
 $546.60 ," $1,320.58 "
" $1,007.31 ", $(387.07)
 $(713.43), $(745.94)
" $1,967.01 ", $201.07 
 $541.79 , $696.05 
 $663.20 , $906.44 
 $(101.29), $(193.76)
 $465.59 , $123.19 
 $605.13 , $(167.48)
 $596.36 , $378.30 
 $768.82 , $(40.04)
 $365.57 ," $1,059.93 "
 $(476.51), $338.05 
 $(34.69), $813.62 
 $145.97 ," $1,591.43 "
 $164.47 , $(215.10)
" $1,138.56 "," $1,080.58 "
 $39.90 ," $1,063.21 "
" $2,042.80 "," $1,245.24 "
" $1,278.03 ", $56.71 
 $98.64 , $(109.66)
" $1,464.50 ", $258.02 
" $(1,778.01)", $979.42 
" $1,471.24 ", $(371.69)
" $1,078.80 "," $1,022.06 "
" $1,505.09 ", $491.49 
" $1,644.41 ", $(179.27)
 $(942.50), $881.22 
 $(888.32), $925.51 
" $1,297.66 ", $150.53 
" $1,669.54 "," $1,291.91 "
" $1,750.90 ", $(213.48)
" $1,363.12 "," $1,281.14 "
" $1,075.66 "," $1,064.20 "
 $482.03 , $792.91 
" $1,815.79 ", $137.50 
 $299.81 , $978.20 
" $1,418.63 ", $796.38 
" $1,720.34 ", $(295.88)
 $(850.98), $113.95 
" $1,757.66 "," $1,019.55 "
 $304.22 , $938.59 
" $1,301.51 ", $(78.10)
" $1,567.64 ", $998.98 
 $(148.41), $955.76 
" $1,441.33 "," $1,397.58 "
" $1,346.29 ", $109.22 
 $500.67 , $150.37 
 $(125.79)," $1,076.44 "
 $(777.12), $(97.63)
 $356.17 , $105.22 
" $1,036.30 ", $(225.56)
 $38.64 , $(166.69)
" $1,144.32 "," $1,317.60 "
" $1,165.82 ", $844.13 
 $29.50 , $(317.03)
 $598.37 ," $1,224.07 "
" $1,909.23 ", $479.94 
 $(409.47), $(252.71)
" $1,205.21 ", $(263.99)
 $(639.96)," $1,456.94 "
" $1,073.38 ", $12.60 
" $1,497.83 "," $1,090.00 "
 $630.84 , $454.39 
" $1,123.75 ", $951.90 
" $1,758.14 ", $395.41 
" $1,003.82 ", $35.68 
 $627.90 , $(285.09)
 $(574.37), $624.35 
" $1,574.71 "," $1,061.38 "
 $260.46 ," $1,022.37 "
 $(182.83)," $1,171.49 "
 $370.66 , $(213.09)
 $343.66 ," $1,379.52 "
 $91.78 , $384.87 
 $513.63 , $845.30 
" $1,489.97 ", $887.74 
 $481.36 , $(169.69)
" $1,403.94 ", $(188.49)
